Box Number,Box Size & Weight,Contents,Exp. Date,Date Entered,Reserved For,Shipped To,Date Shipped,Audit 2013
E642,L - 19.4 lbs.,"Gowns (unsterile, paper) x 49",No EXP,8/12/2013,,,,
E643,S - 13.6 lbs.,"Gloves (sterile): small x 39, medium x 170, large x 69",04/2015,8/12/2013,,,,
E644,S - 18.2 lbs.,"Gloves (sterile): 5.5 x 2, 6 x 22, 7 x 48, 8 x 19, 8.5 x 116",10/2014,8/12/2013,,,,
E645,S - 17.6 lbs.,"Gloves (unsterile, boxed): small x 6 boxes, medium x 5 boxes",No EXP,8/28/2013,,,,
E646,S - 18.2 lbs.,"Gloves (unsterile, boxed): medium x 10 boxes",No EXP,8/28/2013,,,,
E647,S - 16.6 lbs.,"Gloves (unsterile, boxed): small x 10 boxes",No EXP,8/28/2013,,,,
E648,S - 17.2 lbs.,"Gloves (unsterile, boxed): small x 10 boxes",No EXP,8/28/2013,,,,
E649,S - 16.2 lbs.,"Gloves (unsterile, boxed): small x 10 boxes",No EXP,8/28/2013,,,,
E650,L - 13.6 lbs.,Shoe covers and leg covers,No EXP,8/28/2013,,,,
E651,L - 19.6 lbs.,"Gowns (unsterile, paper) x 50",No EXP,8/28/2013,,,,
E652,L - 20.2 lbs.,"Gowns (unsterile, paper) x 52",No EXP,8/28/2013,,,,
E653,S - 18.8 lbs.,"Gloves (unsterile, boxed); small x 3 boxes, large x 3 boxes, X-large x 4 boxes",No EXP,8/28/2013,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
