D,D215,L,15.00,old,2013-01-11 00:00:00+00:00,1970-01-01 00:00:00+00:00,Specimen Containers (Sterile & Unsterile),1970-01-01 00:00:00+00:00,1,,
D,D216,L,25.00,old,2013-01-11 00:00:00+00:00,2014-03-01 00:00:00+00:00,Blood Collection/Vacutainer Supplies,1970-01-01 00:00:00+00:00,1,,
D,D217,L,17.00,old,2013-01-11 00:00:00+00:00,2014-02-01 00:00:00+00:00,Blood Collection Supplies,1970-01-01 00:00:00+00:00,1,,
D,D218,L,28.00,old,2013-01-11 00:00:00+00:00,1970-01-01 00:00:00+00:00,Lab Blood Collection,1970-01-01 00:00:00+00:00,1,,
D,D219,L,34.00,old,2013-03-05 00:00:00+00:00,2014-02-01 00:00:00+00:00,Blood Collection Supplies,1970-01-01 00:00:00+00:00,1,,
D,D220,L,26.00,old,2013-03-05 00:00:00+00:00,2014-07-01 00:00:00+00:00,Lab Supplies: Specimen Cups; Biohazard Bags; Etc.,1970-01-01 00:00:00+00:00,1,,
D,D221,L,20.00,old,2013-03-05 00:00:00+00:00,2014-11-01 00:00:00+00:00,Blood Collection Supplies,1970-01-01 00:00:00+00:00,1,,
D,D222,L,25.00,old,2013-04-26 00:00:00+00:00,2014-08-01 00:00:00+00:00,Vacutainer Supplies,1970-01-01 00:00:00+00:00,1,,
D,D223,L,18.40,old,2013-04-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Specimen Containers,1970-01-01 00:00:00+00:00,1,,
D,D224,L,13.40,old,2013-06-03 00:00:00+00:00,2014-08-01 00:00:00+00:00,Vacutainer Supplies,1970-01-01 00:00:00+00:00,1,,
D,D224,L,None,old,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,???,1970-01-01 00:00:00+00:00,1,,
E,E60,S,None,old,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,???,1970-01-01 00:00:00+00:00,1,,
E,E81,L,None,old,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult Depends,1970-01-01 00:00:00+00:00,1,,
E,E87,L,None,old,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult Depends,1970-01-01 00:00:00+00:00,1,,
E,E88,L,None,old,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult Depends,1970-01-01 00:00:00+00:00,1,,
E,E135,L,None,old,1970-01-01 00:00:00+00:00,None,Adult Depends,1970-01-01 00:00:00+00:00,1,,
E,E149,L,None,old,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,Depends (Adult),1970-01-01 00:00:00+00:00,1,,Rick Blevins
E,E159,L,None,old,1970-01-01 00:00:00+00:00,None,Depends (Adult<CMA> M/L),1970-01-01 00:00:00+00:00,1,,
E,E167,L,None,old,1970-01-01 00:00:00+00:00,None,Depends (Adult),1970-01-01 00:00:00+00:00,1,,
E,E172,L,None,old,1970-01-01 00:00:00+00:00,None,Depends (Adult),1970-01-01 00:00:00+00:00,1,,
E,E185,L,None,old,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,???,1970-01-01 00:00:00+00:00,1,,
E,E196,L,None,old,1970-01-01 00:00:00+00:00,None,Adult Diapers,1970-01-01 00:00:00+00:00,1,,
E,E205,L,None,old,1970-01-01 00:00:00+00:00,None,Depends (Adult),1970-01-01 00:00:00+00:00,1,,
E,E231,L,None,old,1970-01-01 00:00:00+00:00,None,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E234,L,None,old,1970-01-01 00:00:00+00:00,None,Adult Diapers,1970-01-01 00:00:00+00:00,1,,
E,E235,L,None,old,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,???,1970-01-01 00:00:00+00:00,1,,
E,E242,L,None,old,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult Diapers,1970-01-01 00:00:00+00:00,1,,
E,E255,L,None,old,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E281,L,None,old,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,???,1970-01-01 00:00:00+00:00,1,,
E,E310,L,None,old,2011-09-29 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers 5 packs no exp,1970-01-01 00:00:00+00:00,1,,
E,E311,L,None,old,2011-09-29 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers 7 packs no exp,1970-01-01 00:00:00+00:00,1,,
E,E330,L,None,old,2011-12-22 00:00:00+00:00,1970-01-01 00:00:00+00:00,adult depends,1970-01-01 00:00:00+00:00,1,,
E,E331,L,None,old,2011-12-27 00:00:00+00:00,2013-10-01 00:00:00+00:00,pedeatric supplies (02 masks feeding tubes<CMA>suction catheters,1970-01-01 00:00:00+00:00,1,,
E,E332,L,None,old,2011-12-27 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers 6 pr.of 12,1970-01-01 00:00:00+00:00,1,,
E,E333,L,None,old,2012-01-04 00:00:00+00:00,1970-01-01 00:00:00+00:00,9 Packages Depends,1970-01-01 00:00:00+00:00,1,,
E,E334,L,None,old,2012-01-04 00:00:00+00:00,1970-01-01 00:00:00+00:00,8 Packages Incontinet liners,1970-01-01 00:00:00+00:00,1,,
E,E335,L,None,old,2012-01-04 00:00:00+00:00,1970-01-01 00:00:00+00:00,10Pkgs. of 25 Icontinet liners,1970-01-01 00:00:00+00:00,1,,
E,E336,L,None,old,2012-01-04 00:00:00+00:00,1970-01-01 00:00:00+00:00,Depends XL@SM,1970-01-01 00:00:00+00:00,1,,
E,E337,L,None,old,2012-01-11 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers 8 packs,1970-01-01 00:00:00+00:00,1,,
E,E338,L,None,old,2012-01-18 00:00:00+00:00,1970-01-01 00:00:00+00:00,72 adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E339,L,None,old,2012-01-18 00:00:00+00:00,1970-01-01 00:00:00+00:00,Infant diapers,1970-01-01 00:00:00+00:00,1,,
E,E340,L,None,old,2012-01-27 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers x 169,1970-01-01 00:00:00+00:00,1,,
E,E341,L,None,old,2012-01-27 00:00:00+00:00,2013-01-01 00:00:00+00:00,Pediatric trach x 22<CMA> Ambu x 5<CMA> suction bulb x 12<CMA> burette x 2,1970-01-01 00:00:00+00:00,1,,
E,E345,L,None,old,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,???,1970-01-01 00:00:00+00:00,1,,
E,E346,L,None,old,2012-02-22 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers XXL,1970-01-01 00:00:00+00:00,1,,
E,E348,L,None,old,2012-02-28 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E350,L,None,old,2012-03-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult incontenance briefs,1970-01-01 00:00:00+00:00,1,,
E,E351,L,None,old,2012-03-21 00:00:00+00:00,2014-12-01 00:00:00+00:00,Underpads (sterile),1970-01-01 00:00:00+00:00,1,,
E,E352,L,None,old,2012-03-23 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers x 106,1970-01-01 00:00:00+00:00,1,,
E,E353,L,None,old,2012-04-12 00:00:00+00:00,1970-01-01 00:00:00+00:00,Chux (disposable),1970-01-01 00:00:00+00:00,1,,
E,E354,L,None,old,2012-04-17 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E355,U,None,old,2012-04-30 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E356,U,None,old,2012-04-30 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E357,U,None,old,2012-04-30 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E358,U,None,old,2012-04-30 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E359,U,None,old,2012-04-30 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E360,U,None,old,2012-04-30 00:00:00+00:00,2016-01-01 00:00:00+00:00,57 Entral pump delivery system<CMA> air entrainment mask<CMA> 2 mini chest drains<CMA> breathing circuits,1970-01-01 00:00:00+00:00,1,,
E,E361,U,None,old,2012-05-07 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers x 104,1970-01-01 00:00:00+00:00,1,,
E,E362,U,None,old,2012-05-07 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers x 6 pks,1970-01-01 00:00:00+00:00,1,,
E,E363,U,None,old,2012-05-07 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers x 8 pks,1970-01-01 00:00:00+00:00,1,,
E,E366,U,None,old,2012-05-07 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers x 146,1970-01-01 00:00:00+00:00,1,,
E,E368,U,None,old,2012-05-18 00:00:00+00:00,1970-01-01 00:00:00+00:00,Disposable chux x 20,1970-01-01 00:00:00+00:00,1,,
E,E369,U,None,old,2012-05-18 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers x 6 pks,1970-01-01 00:00:00+00:00,1,,
E,E370,U,None,old,2012-05-18 00:00:00+00:00,2013-06-01 00:00:00+00:00,Pediatric electrodes x 100<CMA> O2 probes x 60<CMA> feeding syringes x 25,1970-01-01 00:00:00+00:00,1,,
E,E371,U,None,old,2012-05-23 00:00:00+00:00,1970-01-01 00:00:00+00:00,Disposable chux x 20 packs,1970-01-01 00:00:00+00:00,1,,
E,E372,U,None,old,2012-05-23 00:00:00+00:00,1970-01-01 00:00:00+00:00,Disposable chux x 22 packs,1970-01-01 00:00:00+00:00,1,,
E,E373,U,None,old,2012-05-23 00:00:00+00:00,1970-01-01 00:00:00+00:00,Disposable chux x 22 packs,1970-01-01 00:00:00+00:00,1,,
E,E374,U,None,old,2012-05-23 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers x 125,1970-01-01 00:00:00+00:00,1,,
E,E376,U,None,old,2012-05-23 00:00:00+00:00,1970-01-01 00:00:00+00:00,Pant liners x 220,1970-01-01 00:00:00+00:00,1,,
E,E377,U,None,old,2012-05-23 00:00:00+00:00,1970-01-01 00:00:00+00:00,Diapers child,1970-01-01 00:00:00+00:00,1,,
E,E378,U,None,old,2012-05-23 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers 10 packs,1970-01-01 00:00:00+00:00,1,,
E,E379,U,None,old,2012-05-29 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E380,U,None,old,2012-06-20 00:00:00+00:00,2013-10-01 00:00:00+00:00,Pediatric respiratory supplies,1970-01-01 00:00:00+00:00,1,,
E,E381,U,None,old,2012-06-20 00:00:00+00:00,1970-01-01 00:00:00+00:00,6 packs belted undergarments,1970-01-01 00:00:00+00:00,1,,
E,E382,U,None,old,2012-06-20 00:00:00+00:00,1970-01-01 00:00:00+00:00,Pediatric respiratory circuit,1970-01-01 00:00:00+00:00,1,,
E,E383,U,None,old,2012-07-03 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers 9 packs,1970-01-01 00:00:00+00:00,1,,
E,E384,U,None,old,2012-07-03 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers 9 packs,1970-01-01 00:00:00+00:00,1,,
E,E385,U,None,old,2012-07-03 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers 8 packs,1970-01-01 00:00:00+00:00,1,,
E,E386,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E387,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E388,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E389,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E390,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E391,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E392,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E393,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E394,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E395,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E396,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E397,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E398,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E399,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E400,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E401,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E402,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E403,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E404,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E405,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E406,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E407,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E408,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E409,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E410,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E411,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E412,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E413,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E414,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E415,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E416,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Underpads,1970-01-01 00:00:00+00:00,1,,
E,E417,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Underpads,1970-01-01 00:00:00+00:00,1,,
E,E418,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult male night guard diapers,1970-01-01 00:00:00+00:00,1,,
E,E419,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E420,U,None,old,2012-07-26 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E421,U,None,old,2012-08-13 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E422,U,None,old,2012-08-13 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E423,U,None,old,2012-08-13 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E424,U,None,old,2012-08-13 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E425,U,None,old,2012-08-13 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E426,U,None,old,2012-08-13 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E427,U,None,old,2012-08-13 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E428,U,None,old,2012-08-13 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E429,U,25.00,old,2012-08-30 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers X 144  25 lbs.,1970-01-01 00:00:00+00:00,1,,
E,E430,U,22.00,old,2012-08-30 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers-92 sm<CMA> 34 lrg 22 lbs.,1970-01-01 00:00:00+00:00,1,,
E,E431,U,25.00,old,2012-08-30 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers X 144  25 lbs.,1970-01-01 00:00:00+00:00,1,,
E,E432,U,25.00,old,2012-08-30 00:00:00+00:00,1970-01-01 00:00:00+00:00,Underpads/Chux 25 lbs.,1970-01-01 00:00:00+00:00,1,,
E,E433,U,23.00,old,2012-08-30 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers 23 lbs.,1970-01-01 00:00:00+00:00,1,,
E,E434,U,25.00,old,2012-08-30 00:00:00+00:00,1970-01-01 00:00:00+00:00,Underpads X 17 packs 25 lbs.,1970-01-01 00:00:00+00:00,1,,
E,E435,U,19.00,old,2012-08-30 00:00:00+00:00,1970-01-01 00:00:00+00:00,Underpads X 12 packs 19 lbs.,1970-01-01 00:00:00+00:00,1,,
E,E436,U,19.00,old,2012-08-30 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers 7 packs medium 19 lbs.,1970-01-01 00:00:00+00:00,1,,
E,E437,U,19.00,old,2012-08-30 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers 7 packs medium 19 lbs.,1970-01-01 00:00:00+00:00,1,,
E,E438,U,23.00,old,2012-09-13 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers x 177  23 lbs.,1970-01-01 00:00:00+00:00,1,,
E,E439,U,22.00,old,2012-09-13 00:00:00+00:00,1970-01-01 00:00:00+00:00,Underpads    22 lbs.,1970-01-01 00:00:00+00:00,1,,
E,E440,U,23.00,old,2012-09-13 00:00:00+00:00,1970-01-01 00:00:00+00:00,Underpads  23 lbs.,1970-01-01 00:00:00+00:00,1,,
E,E441,U,10.00,old,2012-09-14 00:00:00+00:00,1970-01-01 00:00:00+00:00,Pediatric oral syringes+droppers  05mi-60mi  = 10lbs,1970-01-01 00:00:00+00:00,1,,
E,E442,U,18.00,old,2012-09-14 00:00:00+00:00,1970-01-01 00:00:00+00:00,Underpads (disposable) 16 packs of 10 = 18lbs.,1970-01-01 00:00:00+00:00,1,,
E,E443,U,None,old,2012-09-18 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers,1970-01-01 00:00:00+00:00,1,,
E,E444,U,26.00,old,2012-09-18 00:00:00+00:00,1970-01-01 00:00:00+00:00,Under pads  =26 lbs,1970-01-01 00:00:00+00:00,1,,
E,E445,U,None,old,2012-09-28 00:00:00+00:00,1970-01-01 00:00:00+00:00,Pedeatric diapers,1970-01-01 00:00:00+00:00,1,,
E,E446,U,13.00,old,2012-09-28 00:00:00+00:00,2015-12-01 00:00:00+00:00,22 sterile underpads 24" x36" =13lbs,1970-01-01 00:00:00+00:00,1,,
E,E447,U,5.00,old,2012-09-28 00:00:00+00:00,1970-01-01 00:00:00+00:00,7 pedatric ambu bags = 5lbs,1970-01-01 00:00:00+00:00,1,,
E,E448,U,14.00,old,2012-10-01 00:00:00+00:00,2015-12-01 00:00:00+00:00,22 Sterile cloth underpads x 14lbs,1970-01-01 00:00:00+00:00,1,,
E,E449,U,None,old,2012-10-08 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers 2 pks sm.<CMA> 1 pk lrg. 33 loose,1970-01-01 00:00:00+00:00,1,,
E,E450,U,None,old,2012-10-08 00:00:00+00:00,1970-01-01 00:00:00+00:00,Diapers 307 preemie<CMA> 32 youth 15.5,1970-01-01 00:00:00+00:00,1,,
E,E491,U,25.00,old,2012-10-08 00:00:00+00:00,1970-01-01 00:00:00+00:00,Under pads (chux) disposable X 141 25 lbs.,1970-01-01 00:00:00+00:00,1,,
E,E493,U,25.00,old,2012-10-12 00:00:00+00:00,2016-06-01 00:00:00+00:00,8 Pedatric chest drain kits = 25lbs,1970-01-01 00:00:00+00:00,1,,
E,E494,U,30.00,old,2012-10-12 00:00:00+00:00,1970-01-01 00:00:00+00:00,Pedatric personal care(powder<CMA>shampoo<CMA>blankets etc.) =30lbs,1970-01-01 00:00:00+00:00,1,,
E,E455,U,15.00,old,2012-10-12 00:00:00+00:00,1970-01-01 00:00:00+00:00,Pedatric respiratory supplies(suction catheters etc./ EKG edrct rods /Disp. blood pressure cuffs) = 15lbs.,1970-01-01 00:00:00+00:00,1,,
E,E456,U,13.00,old,2012-10-12 00:00:00+00:00,2014-07-01 00:00:00+00:00,Pedatric feeding supplies+ Umbilical clips ties@blood= 13lbs,1970-01-01 00:00:00+00:00,1,,
E,E457,U,19.00,old,2012-10-15 00:00:00+00:00,1970-01-01 00:00:00+00:00,Adult diapers x121 =  19.5lbs,1970-01-01 00:00:00+00:00,1,,
E,E451,L,19.00,old,2012-11-19 00:00:00+00:00,1970-01-01 00:00:00+00:00,47 O/R Paper Gowns,1970-01-01 00:00:00+00:00,1,,
E,E452,L,18.50,old,2012-11-19 00:00:00+00:00,1970-01-01 00:00:00+00:00,Gowns (unsterile paper)29 lg.+25 ex lg.,1970-01-01 00:00:00+00:00,1,,
E,E453,L,20.00,old,2012-11-19 00:00:00+00:00,1970-01-01 00:00:00+00:00,47 ex lg gowns (unsterile paper),1970-01-01 00:00:00+00:00,1,,
E,E454,L,22.50,old,2012-11-26 00:00:00+00:00,2014-09-01 00:00:00+00:00,298 Prs. Sterile gloves,2013-03-14 00:00:00+00:00,1,Bongolo Hospital,Bongolo Hospital
E,E459,U,19.50,old,2012-10-21 00:00:00+00:00,1970-01-01 00:00:00+00:00,Gowns (OR) non sterile,1970-01-01 00:00:00+00:00,1,,
E,E460,U,14.00,old,2012-10-21 00:00:00+00:00,1970-01-01 00:00:00+00:00,Masks -950OR laser-/ 50 Dental Isolation shields,1970-01-01 00:00:00+00:00,1,,Rwanda
E,E461,U,21.50,old,2012-10-24 00:00:00+00:00,1970-01-01 00:00:00+00:00,50 OR Gowns gowns non sterile,1970-01-01 00:00:00+00:00,1,,
E,E462,U,20.00,old,2012-10-24 00:00:00+00:00,1970-01-01 00:00:00+00:00,Gowns non sterile,1970-01-01 00:00:00+00:00,1,,
E,E463,U,18.50,old,2012-10-24 00:00:00+00:00,1970-01-01 00:00:00+00:00,41 Unsterile Gowns,1970-01-01 00:00:00+00:00,1,,
E,E464,U,14.00,old,2012-10-24 00:00:00+00:00,1970-01-01 00:00:00+00:00,945 OR Masks non sterile,1970-01-01 00:00:00+00:00,1,,
E,E465,U,17.00,old,2012-10-25 00:00:00+00:00,1970-01-01 00:00:00+00:00,310 Gloves unsterile,1970-01-01 00:00:00+00:00,1,,
E,E466,U,13.00,old,2012-10-31 00:00:00+00:00,1970-01-01 00:00:00+00:00,Gloves Boxed (Unsterile) Medium - 2 boxes; small - 7 boxes; 1 bag of misc. loose,1970-01-01 00:00:00+00:00,1,,
E,E467,U,13.50,old,2012-10-31 00:00:00+00:00,1970-01-01 00:00:00+00:00,Gloves Boxed (Unsterile) Small - 10 boxes,1970-01-01 00:00:00+00:00,1,,
E,E468,U,15.00,old,2012-10-31 00:00:00+00:00,1970-01-01 00:00:00+00:00,Gloves (Sterile) Size M (55); L (3); 5.5 (1); 6 (10); 6.5 (38); 7 (33); 7.5 (50); 8 (24); 8.5 (2),1970-01-01 00:00:00+00:00,1,,
E,E469,U,15.50,old,2012-10-31 00:00:00+00:00,1970-01-01 00:00:00+00:00,GLoves Boxed (Unsterile) Medium - 2 boxes; Large - 5 boxes; X-Large - 3 boxes,1970-01-01 00:00:00+00:00,1,,
E,E470,U,15.00,old,2012-10-31 00:00:00+00:00,1970-01-01 00:00:00+00:00,Gloves (sterile) Size 6 (25); 6.5 (93); 7 (34); 7.5 (12); 8 (29); 8.5 (2),2013-01-30 00:00:00+00:00,1,Emme Nylander,Emme Nylander
E,E471,U,19.00,old,2012-10-31 00:00:00+00:00,1970-01-01 00:00:00+00:00,Gowns Paper (Unsterile) x 50,1970-01-01 00:00:00+00:00,1,,
E,E472,U,19.50,old,2012-10-31 00:00:00+00:00,1970-01-01 00:00:00+00:00,Gowns Paper (Unsterile) x 40,1970-01-01 00:00:00+00:00,1,,
E,E473,U,19.00,old,2012-10-31 00:00:00+00:00,1970-01-01 00:00:00+00:00,Sterile OR Gowns (31); Sleeves (6),1970-01-01 00:00:00+00:00,1,Barbara Margolies,Barbara Margolies
E,E474,L,20.00,old,2012-11-05 00:00:00+00:00,1970-01-01 00:00:00+00:00,Gowns<CMA> OR (50),1970-01-01 00:00:00+00:00,1,,
E,E475,S,4.00,old,2012-11-05 00:00:00+00:00,1970-01-01 00:00:00+00:00,OR Hats (177); Shoe covers,1970-01-01 00:00:00+00:00,1,,
E,E476,L,21.00,old,2012-11-30 00:00:00+00:00,1970-01-01 00:00:00+00:00,22 O/R Paper Gowns +20 Blue Patient + 30 White cover gowns non sterile,1970-01-01 00:00:00+00:00,1,,
E,E477,S,12.50,old,2012-11-08 00:00:00+00:00,2015-01-01 00:00:00+00:00,Sterile gloves sizes med to 7.5,1970-01-01 00:00:00+00:00,1,,
E,E478,S,14.00,old,2012-11-08 00:00:00+00:00,2014-01-01 00:00:00+00:00,Sterile gloves sizes 6 to 8.5,1970-01-01 00:00:00+00:00,1,,
E,E479,S,None,old,2012-11-08 00:00:00+00:00,1970-01-01 00:00:00+00:00,310 Unsterile gloves assorted sizes,1970-01-01 00:00:00+00:00,1,,
E,E480,L,15.00,old,2012-12-06 00:00:00+00:00,1970-01-01 00:00:00+00:00,8 Boxes Surgical Head Covers,1970-01-01 00:00:00+00:00,1,,
